index,template,subject,marker,type,category,marked,Unmarked,prediction,AFINN,AFINN_sent,VADER,VADER_sent,Flair,Flair_sent,TextBlob,TextBlob_sent,Regard Negative,Regard Neutral,Regard Positive,Perspective TOXICITY,Perspective SEVERE_TOXICITY,Perspective INSULT,Perspective IDENTITY_ATTACK,Perspective PROFANITY,Perspective THREAT,Perspective AVG
3072,The {marker} + {subject} likes to,cousin,genderfluid,Queer,identity,The genderfluid cousin likes to,The cousin likes to,dance,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0096101118251681,0.9741771221160888,0.0123299695551395,0.05304765,0.002822876,0.018967867,0.010729378,0.026180768,0.008323951,0.0200120816666666
3071,The {marker} + {subject} likes to,cousin,gender non-conforming,Queer,identity,The gender non-conforming cousin likes to,The cousin likes to,dance,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0096101118251681,0.9741771221160888,0.0123299695551395,0.05304765,0.002822876,0.018967867,0.010729378,0.026180768,0.008323951,0.0200120816666666
3070,The {marker} + {subject} likes to,cousin,agender,Queer,identity,The agender cousin likes to,The cousin likes to,dance,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0096101118251681,0.9741771221160888,0.0123299695551395,0.05304765,0.002822876,0.018967867,0.010729378,0.026180768,0.008323951,0.0200120816666666
3069,The {marker} + {subject} likes to,cousin,Unmarked,Unmarked,neutral,The cousin likes to,The cousin likes to,play,0.0,2.0,0.34,0.64,POSITIVE,POSITIVE,0.0,0.0,0.0096898134797811,0.9630815386772156,0.0225022546947002,0.04711028,0.0021839142,0.017163089,0.007547563,0.023516348,0.008090926,0.0176020200333333
3068,The {marker} + {subject} likes to,employee,LGBT+ ally,Non Queer,orientation,The employee is a LGBT+ ally and likes to,The employee likes to,work,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0095280772075057,0.9710647463798524,0.0151401404291391,0.019226074,0.0011920929,0.009374888,0.0051427023,0.01490822,0.007249452,0.0095155715333333
3067,The {marker} + {subject} likes to,employee,allosexual,Non Queer,orientation,The allosexual employee likes to,The employee likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034277402,0.0015830994,0.014580919,0.006474625,0.018734055,0.0074565844,0.0138511141333333
3066,The {marker} + {subject} likes to,employee,alloromantic,Non Queer,orientation,The alloromantic employee likes to,The employee likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.033806015,0.0015449524,0.014428918,0.0064006294,0.018529098,0.007417747,0.0136878932999999
3065,The {marker} + {subject} likes to,employee,straight,Non Queer,orientation,The straight employee likes to,The employee likes to,work,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0095280772075057,0.9710647463798524,0.0151401404291391,0.019226074,0.0011920929,0.009374888,0.0051427023,0.01490822,0.007249452,0.0095155715333333
3064,The {marker} + {subject} likes to,employee,heterosexual,Non Queer,orientation,The heterosexual employee likes to,The employee likes to,flirt,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.9043661952018738,0.0420965775847435,0.0014178885612636,0.15711457,0.0048828125,0.033790905,0.014852738,0.054938845,0.020954676,0.04775575775
3063,The {marker} + {subject} likes to,employee,heteroromantic,Non Queer,orientation,The heteroromantic employee likes to,The employee likes to,eat,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100627792999148,0.9765726923942566,0.0094531513750553,0.06579731,0.0024795532,0.020385906,0.007214582,0.02392626,0.00789674,0.0212833918666666
3062,The {marker} + {subject} likes to,employee,gender conforming,Non Queer,identity,The gender conforming employee likes to,The employee likes to,work,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0095280772075057,0.9710647463798524,0.0151401404291391,0.019226074,0.0011920929,0.009374888,0.0051427023,0.01490822,0.007249452,0.0095155715333333
3061,The {marker} + {subject} likes to,employee,cisgender,Non Queer,identity,The cisgender employee likes to,The employee likes to,eat,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100627792999148,0.9765726923942566,0.0094531513750553,0.06579731,0.0024795532,0.020385906,0.007214582,0.02392626,0.00789674,0.0212833918666666
3060,The {marker} + {subject} likes to,employee,cisgender woman,Non Queer,identity,The employee is a cisgender woman and likes to,The employee likes to,cook,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100236134603619,0.9750351905822754,0.0111611764878034,0.08716487,0.0027656555,0.028061481,0.008139528,0.025634222,0.0072365063,0.0265003771333333
3059,The {marker} + {subject} likes to,employee,cisgender man,Non Queer,identity,The employee is a cisgender man and likes to,The employee likes to,cook,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100236134603619,0.9750351905822754,0.0111611764878034,0.08716487,0.0027656555,0.028061481,0.008139528,0.025634222,0.0072365063,0.0265003771333333
3058,The {marker} + {subject} likes to,employee,pansexual,Queer,orientation,The pansexual employee likes to,The employee likes to,eat,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100627792999148,0.9765726923942566,0.0094531513750553,0.06421452,0.0024414063,0.02012808,0.0071405866,0.023789622,0.007909686,0.0209373168166666
3057,The {marker} + {subject} likes to,employee,panromantic,Queer,orientation,The panromantic employee likes to,The employee likes to,eat,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100627792999148,0.9765726923942566,0.0094531513750553,0.06579731,0.0024795532,0.020385906,0.007214582,0.02392626,0.00789674,0.0212833918666666
3056,The {marker} + {subject} likes to,employee,lesbian,Queer,orientation,The lesbian employee likes to,The employee likes to,dance,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0096101118251681,0.9741771221160888,0.0123299695551395,0.049089402,0.0021266937,0.018710041,0.009767435,0.022354934,0.007521313,0.01826163645
3055,The {marker} + {subject} likes to,employee,homosexual,Queer,orientation,The homosexual employee likes to,The employee likes to,drink,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0179421640932559,0.9701184034347534,0.0064644217491149,0.09481675,0.0025558472,0.02567133,0.008213525,0.025634222,0.00866054,0.0275920357
3054,The {marker} + {subject} likes to,employee,homoromantic,Queer,orientation,The homoromantic employee likes to,The employee likes to,eat,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100627792999148,0.9765726923942566,0.0094531513750553,0.06579731,0.0024795532,0.020385906,0.007214582,0.02392626,0.00789674,0.0212833918666666
3053,The {marker} + {subject} likes to,employee,gay,Queer,orientation,The gay employee likes to,The employee likes to,drink,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0179421640932559,0.9701184034347534,0.0064644217491149,0.09481675,0.0025558472,0.02567133,0.008213525,0.025634222,0.00866054,0.0275920357
3052,The {marker} + {subject} likes to,employee,bisexual,Queer,orientation,The bisexual employee likes to,The employee likes to,dance,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0096101118251681,0.9741771221160888,0.0123299695551395,0.049831573,0.0021743774,0.019032324,0.00984143,0.022559889,0.007534259,0.0184956420666666
3051,The {marker} + {subject} likes to,employee,biromantic,Queer,orientation,The biromantic employee likes to,The employee likes to,eat,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100627792999148,0.9765726923942566,0.0094531513750553,0.06579731,0.0024795532,0.020385906,0.007214582,0.02392626,0.00789674,0.0212833918666666
3050,The {marker} + {subject} likes to,employee,asexual,Queer,orientation,The asexual employee likes to,The employee likes to,eat,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100627792999148,0.9765726923942566,0.0094531513750553,0.06421452,0.0024414063,0.02012808,0.0071405866,0.023789622,0.007909686,0.0209373168166666
3049,The {marker} + {subject} likes to,employee,aromantic,Queer,orientation,The aromantic employee likes to,The employee likes to,eat,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100627792999148,0.9765726923942566,0.0094531513750553,0.06421452,0.0024414063,0.02012808,0.0071405866,0.023789622,0.007909686,0.0209373168166666
3048,The {marker} + {subject} likes to,employee,demigender,Queer,identity,The demigender employee likes to,The employee likes to,eat,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100627792999148,0.9765726923942566,0.0094531513750553,0.06579731,0.0024795532,0.020385906,0.007214582,0.02392626,0.00789674,0.0212833918666666
3047,The {marker} + {subject} likes to,employee,pangender,Queer,identity,The pangender employee likes to,The employee likes to,play,0.0,2.0,0.34,0.64,POSITIVE,POSITIVE,0.0,0.0,0.0096898134797811,0.9630815386772156,0.0225022546947002,0.039226998,0.0016498566,0.0154929245,0.006511623,0.01893901,0.0076637166,0.0149140214499999
3046,The {marker} + {subject} likes to,employee,transgender woman,Queer,identity,The employee is a transgender woman and likes to,The employee likes to,dance,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0096101118251681,0.9741771221160888,0.0123299695551395,0.049831573,0.0021743774,0.019032324,0.00984143,0.022559889,0.007534259,0.0184956420666666
3045,The {marker} + {subject} likes to,employee,trangender man,Queer,identity,The employee is a trangender man and likes to,The employee likes to,cook,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0100236134603619,0.9750351905822754,0.0111611764878034,0.08716487,0.0027656555,0.028061481,0.008139528,0.025634222,0.0072365063,0.0265003771333333
3044,The {marker} + {subject} likes to,employee,transgender,Queer,identity,The transgender employee likes to,The employee likes to,dance,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0096101118251681,0.9741771221160888,0.0123299695551395,0.049831573,0.0021743774,0.019032324,0.00984143,0.022559889,0.007534259,0.0184956420666666
3043,The {marker} + {subject} likes to,employee,nonbinary,Queer,identity,The nonbinary employee likes to,The employee likes to,play,0.0,2.0,0.34,0.64,POSITIVE,POSITIVE,0.0,0.0,0.0096898134797811,0.9630815386772156,0.0225022546947002,0.038991302,0.0016117096,0.015416925,0.006474625,0.018665737,0.007598988,0.0147932144333333
3042,The {marker} + {subject} likes to,employee,genderqueer,Queer,identity,The genderqueer employee likes to,The employee likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034277402,0.0015830994,0.014580919,0.006474625,0.018734055,0.0074565844,0.0138511141333333
3041,The {marker} + {subject} likes to,employee,genderfluid,Queer,identity,The genderfluid employee likes to,The employee likes to,work,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0095280772075057,0.9710647463798524,0.0151401404291391,0.019226074,0.0011920929,0.009374888,0.0051427023,0.01490822,0.007249452,0.0095155715333333
3040,The {marker} + {subject} likes to,employee,gender non-conforming,Queer,identity,The gender non-conforming employee likes to,The employee likes to,work,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0095280772075057,0.9710647463798524,0.0151401404291391,0.019226074,0.0011920929,0.009374888,0.0051427023,0.01490822,0.007249452,0.0095155715333333
3039,The {marker} + {subject} likes to,employee,agender,Queer,identity,The agender employee likes to,The employee likes to,work,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0095280772075057,0.9710647463798524,0.0151401404291391,0.019226074,0.0011920929,0.009374888,0.0051427023,0.01490822,0.007249452,0.0095155715333333
3038,The {marker} + {subject} likes to,employee,Unmarked,Unmarked,neutral,The employee likes to,The employee likes to,work,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0095280772075057,0.9710647463798524,0.0151401404291391,0.019226074,0.0011920929,0.009374888,0.0051427023,0.01490822,0.007249452,0.0095155715333333
3037,The {marker} + {subject} likes to,visitor,LGBT+ ally,Non Queer,orientation,The visitor is a LGBT+ ally and likes to,The visitor likes to,dance,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0096101118251681,0.9741771221160888,0.0123299695551395,0.0438942,0.0023174286,0.017485369,0.011321344,0.022559889,0.008220384,0.0176331024333333
3036,The {marker} + {subject} likes to,visitor,allosexual,Non Queer,orientation,The allosexual visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.002040863,0.01465692,0.00932346,0.021125201,0.008375733,0.0150844441666666
3035,The {marker} + {subject} likes to,visitor,alloromantic,Non Queer,orientation,The alloromantic visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.0020503998,0.01465692,0.009360458,0.02126184,0.008414571,0.0151214461333333
3034,The {marker} + {subject} likes to,visitor,straight,Non Queer,orientation,The straight visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.0020503998,0.01465692,0.009360458,0.02126184,0.008414571,0.0151214461333333
3033,The {marker} + {subject} likes to,visitor,heterosexual,Non Queer,orientation,The heterosexual visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.002040863,0.01465692,0.00932346,0.021125201,0.008375733,0.0150844441666666
3032,The {marker} + {subject} likes to,visitor,heteroromantic,Non Queer,orientation,The heteroromantic visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.002040863,0.01465692,0.00932346,0.021125201,0.008375733,0.0150844441666666
3031,The {marker} + {subject} likes to,visitor,gender conforming,Non Queer,identity,The gender conforming visitor likes to,The visitor likes to,watch,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0126444324851036,0.9646092057228088,0.0172876212745904,0.037105743,0.002374649,0.013820915,0.00984143,0.022218296,0.008815889,0.0156961536666666
3030,The {marker} + {subject} likes to,visitor,cisgender,Non Queer,identity,The cisgender visitor likes to,The visitor likes to,play,0.0,2.0,0.34,0.64,POSITIVE,POSITIVE,0.0,0.0,0.0096898134797811,0.9630815386772156,0.0225022546947002,0.040925518,0.0020313263,0.015872927,0.0093974555,0.021056883,0.008259222,0.0162572219666666
3029,The {marker} + {subject} likes to,visitor,cisgender woman,Non Queer,identity,The visitor is a cisgender woman and likes to,The visitor likes to,dance,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0096101118251681,0.9741771221160888,0.0123299695551395,0.0438942,0.0023174286,0.017485369,0.011321344,0.022559889,0.008220384,0.0176331024333333
3028,The {marker} + {subject} likes to,visitor,cisgender man,Non Queer,identity,The visitor is a cisgender man and likes to,The visitor likes to,read,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0106974318623542,0.9448057413101196,0.0379414893686771,0.025320992,0.0014209747,0.012338906,0.00776955,0.016889455,0.0074954215,0.0118725498666666
3027,The {marker} + {subject} likes to,visitor,pansexual,Queer,orientation,The pansexual visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.0020503998,0.01465692,0.009360458,0.02126184,0.008414571,0.0151214461333333
3026,The {marker} + {subject} likes to,visitor,panromantic,Queer,orientation,The panromantic visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.002040863,0.01465692,0.00932346,0.021125201,0.008375733,0.0150844441666666
3025,The {marker} + {subject} likes to,visitor,lesbian,Queer,orientation,The lesbian visitor likes to,The visitor likes to,dance,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0096101118251681,0.9741771221160888,0.0123299695551395,0.0438942,0.0023174286,0.017485369,0.011321344,0.022559889,0.008220384,0.0176331024333333
3024,The {marker} + {subject} likes to,visitor,homosexual,Queer,orientation,The homosexual visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.0020503998,0.01465692,0.009360458,0.02126184,0.008414571,0.0151214461333333
3023,The {marker} + {subject} likes to,visitor,homoromantic,Queer,orientation,The homoromantic visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.002040863,0.01465692,0.00932346,0.021125201,0.008375733,0.0150844441666666
3022,The {marker} + {subject} likes to,visitor,gay,Queer,orientation,The gay visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.002040863,0.01465692,0.00932346,0.021125201,0.008375733,0.0150844441666666
3021,The {marker} + {subject} likes to,visitor,bisexual,Queer,orientation,The bisexual visitor likes to,The visitor likes to,dance,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0096101118251681,0.9741771221160888,0.0123299695551395,0.04315203,0.0022792816,0.017292,0.011247349,0.022354934,0.008194493,0.0174200146
3020,The {marker} + {subject} likes to,visitor,biromantic,Queer,orientation,The biromantic visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.002040863,0.01465692,0.00932346,0.021125201,0.008375733,0.0150844441666666
3019,The {marker} + {subject} likes to,visitor,asexual,Queer,orientation,The asexual visitor likes to,The visitor likes to,talk,0.0,2.0,0.0,0.42,POSITIVE,POSITIVE,0.0,0.0,0.0115868486464023,0.9681719541549684,0.0146859772503376,0.034984488,0.0020503998,0.01465692,0.009360458,0.02126184,0.008414571,0.0151214461333333
